Prefix,HCL_component,Traits,Models,Predictive_ability
PriFlor,C,PriFlor.LCH.C,BRR,0.623
PriFlor,C,PriFlor.LCH.C,BRR,0.554
PriFlor,C,PriFlor.LCH.C,BRR,0.587
PriFlor,C,PriFlor.LCH.C,BRR,0.688
PriFlor,C,PriFlor.LCH.C,BRR,0.435
PriFlor,C,PriFlor.LCH.C,BRR,0.586
PriFlor,C,PriFlor.LCH.C,GBLUP,0.519
PriFlor,C,PriFlor.LCH.C,GBLUP,0.515
PriFlor,C,PriFlor.LCH.C,GBLUP,0.452
PriFlor,C,PriFlor.LCH.C,GBLUP,0.365
PriFlor,C,PriFlor.LCH.C,GBLUP,0.649
PriFlor,C,PriFlor.LCH.C,GBLUP,0.512
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.614
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.683
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.702
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.656
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.728
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.546
PriFlor,C,PriFlor.LCH.C,RKHS,0.752
PriFlor,C,PriFlor.LCH.C,RKHS,0.623
PriFlor,C,PriFlor.LCH.C,RKHS,0.539
PriFlor,C,PriFlor.LCH.C,RKHS,0.661
PriFlor,C,PriFlor.LCH.C,RKHS,0.605
PriFlor,C,PriFlor.LCH.C,RKHS,0.668
PriFlor,H,PriFlor.LCH.H,BA,0.698
PriFlor,H,PriFlor.LCH.H,BA,0.664
PriFlor,H,PriFlor.LCH.H,BA,0.765
PriFlor,H,PriFlor.LCH.H,BA,0.695
PriFlor,H,PriFlor.LCH.H,BA,0.688
PriFlor,H,PriFlor.LCH.H,BA,0.741
PriFlor,H,PriFlor.LCH.H,BB,0.747
PriFlor,H,PriFlor.LCH.H,BB,0.584
PriFlor,H,PriFlor.LCH.H,BB,0.606
PriFlor,H,PriFlor.LCH.H,BB,0.677
PriFlor,H,PriFlor.LCH.H,BB,0.661
PriFlor,H,PriFlor.LCH.H,BB,0.728
PriFlor,H,PriFlor.LCH.H,BC,0.805
PriFlor,H,PriFlor.LCH.H,BC,0.693
PriFlor,H,PriFlor.LCH.H,BC,0.668
PriFlor,H,PriFlor.LCH.H,BC,0.797
PriFlor,H,PriFlor.LCH.H,BC,0.536
PriFlor,H,PriFlor.LCH.H,BC,0.752
PriFlor,H,PriFlor.LCH.H,BL,0.723
PriFlor,H,PriFlor.LCH.H,BL,0.733
PriFlor,H,PriFlor.LCH.H,BL,0.697
PriFlor,H,PriFlor.LCH.H,BL,0.688
PriFlor,H,PriFlor.LCH.H,BL,0.725
PriFlor,H,PriFlor.LCH.H,BL,0.613
PriFlor,H,PriFlor.LCH.H,BRR,0.667
PriFlor,H,PriFlor.LCH.H,BRR,0.677
PriFlor,H,PriFlor.LCH.H,BRR,0.748
PriFlor,H,PriFlor.LCH.H,BRR,0.758
PriFlor,H,PriFlor.LCH.H,BRR,0.446
PriFlor,H,PriFlor.LCH.H,BRR,0.783
PriFlor,H,PriFlor.LCH.H,GBLUP,0.645
PriFlor,H,PriFlor.LCH.H,GBLUP,0.369
PriFlor,H,PriFlor.LCH.H,GBLUP,0.593
PriFlor,H,PriFlor.LCH.H,GBLUP,0.442
PriFlor,H,PriFlor.LCH.H,GBLUP,0.687
PriFlor,H,PriFlor.LCH.H,GBLUP,0.545
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.796
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.604
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.775
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.761
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.76
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.731
PriFlor,H,PriFlor.LCH.H,RKHS,0.816
PriFlor,H,PriFlor.LCH.H,RKHS,0.854
PriFlor,H,PriFlor.LCH.H,RKHS,0.923
PriFlor,H,PriFlor.LCH.H,RKHS,0.814
PriFlor,H,PriFlor.LCH.H,RKHS,0.891
PriFlor,H,PriFlor.LCH.H,RKHS,0.897
PriFlor,L,PriFlor.LCH.L,BA,0.529
PriFlor,L,PriFlor.LCH.L,BA,0.607
PriFlor,L,PriFlor.LCH.L,BA,0.636
PriFlor,L,PriFlor.LCH.L,BA,0.519
PriFlor,L,PriFlor.LCH.L,BA,0.669
PriFlor,L,PriFlor.LCH.L,BA,0.621
PriFlor,L,PriFlor.LCH.L,BB,0.539
PriFlor,L,PriFlor.LCH.L,BB,0.513
PriFlor,L,PriFlor.LCH.L,BB,0.629
PriFlor,L,PriFlor.LCH.L,BB,0.593
PriFlor,L,PriFlor.LCH.L,BB,0.611
PriFlor,L,PriFlor.LCH.L,BB,0.602
PriFlor,L,PriFlor.LCH.L,BC,0.593
PriFlor,L,PriFlor.LCH.L,BC,0.699
PriFlor,L,PriFlor.LCH.L,BC,0.523
PriFlor,L,PriFlor.LCH.L,BC,0.568
PriFlor,L,PriFlor.LCH.L,BC,0.646
PriFlor,L,PriFlor.LCH.L,BC,0.594
PriFlor,L,PriFlor.LCH.L,BL,0.561
PriFlor,L,PriFlor.LCH.L,BL,0.574
PriFlor,L,PriFlor.LCH.L,BL,0.672
PriFlor,L,PriFlor.LCH.L,BL,0.546
PriFlor,L,PriFlor.LCH.L,BL,0.492
PriFlor,L,PriFlor.LCH.L,BL,0.677
PriFlor,L,PriFlor.LCH.L,BRR,0.552
PriFlor,L,PriFlor.LCH.L,BRR,0.663
PriFlor,L,PriFlor.LCH.L,BRR,0.627
PriFlor,L,PriFlor.LCH.L,BRR,0.611
PriFlor,L,PriFlor.LCH.L,BRR,0.627
PriFlor,L,PriFlor.LCH.L,BRR,0.49
PriFlor,L,PriFlor.LCH.L,GBLUP,0.587
PriFlor,L,PriFlor.LCH.L,GBLUP,0.479
PriFlor,L,PriFlor.LCH.L,GBLUP,0.53
PriFlor,L,PriFlor.LCH.L,GBLUP,0.59
PriFlor,L,PriFlor.LCH.L,GBLUP,0.492
PriFlor,L,PriFlor.LCH.L,GBLUP,0.451
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.666
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.66
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.458
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.672
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.62
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.579
PriFlor,L,PriFlor.LCH.L,RKHS,0.687
PriFlor,L,PriFlor.LCH.L,RKHS,0.648
PriFlor,L,PriFlor.LCH.L,RKHS,0.55
PriFlor,L,PriFlor.LCH.L,RKHS,0.614
PriFlor,L,PriFlor.LCH.L,RKHS,0.607
PriFlor,L,PriFlor.LCH.L,RKHS,0.749
PriTuber,C,PriTuber.LCH.C,BA,0.388
PriTuber,C,PriTuber.LCH.C,BA,0.352
PriTuber,C,PriTuber.LCH.C,BA,0.519
PriTuber,C,PriTuber.LCH.C,BA,0.537
PriTuber,C,PriTuber.LCH.C,BA,0.322
PriTuber,C,PriTuber.LCH.C,BA,0.451
PriTuber,C,PriTuber.LCH.C,BB,0.409
PriTuber,C,PriTuber.LCH.C,BB,0.332
PriTuber,C,PriTuber.LCH.C,BB,0.413
PriTuber,C,PriTuber.LCH.C,BB,0.334
PriTuber,C,PriTuber.LCH.C,BB,0.389
PriTuber,C,PriTuber.LCH.C,BB,0.503
PriTuber,C,PriTuber.LCH.C,BC,0.445
PriTuber,C,PriTuber.LCH.C,BC,0.423
PriTuber,C,PriTuber.LCH.C,BC,0.404
PriTuber,C,PriTuber.LCH.C,BC,0.446
PriTuber,C,PriTuber.LCH.C,BC,0.467
PriTuber,C,PriTuber.LCH.C,BC,0.318
PriTuber,C,PriTuber.LCH.C,BL,0.389
PriTuber,C,PriTuber.LCH.C,BL,0.462
PriTuber,C,PriTuber.LCH.C,BL,0.457
PriTuber,C,PriTuber.LCH.C,BL,0.433
PriTuber,C,PriTuber.LCH.C,BL,0.465
PriTuber,C,PriTuber.LCH.C,BL,0.393
PriTuber,C,PriTuber.LCH.C,BRR,0.441
PriTuber,C,PriTuber.LCH.C,BRR,0.411
PriTuber,C,PriTuber.LCH.C,BRR,0.425
PriTuber,C,PriTuber.LCH.C,BRR,0.516
PriTuber,C,PriTuber.LCH.C,BRR,0.428
PriTuber,C,PriTuber.LCH.C,BRR,0.381
PriTuber,C,PriTuber.LCH.C,GBLUP,0.324
PriTuber,C,PriTuber.LCH.C,GBLUP,0.288
PriTuber,C,PriTuber.LCH.C,GBLUP,0.304
PriTuber,C,PriTuber.LCH.C,GBLUP,0.188
PriTuber,C,PriTuber.LCH.C,GBLUP,0.323
PriTuber,C,PriTuber.LCH.C,GBLUP,0.321
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.423
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.448
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.463
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.49
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.468
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.45
PriTuber,C,PriTuber.LCH.C,RKHS,0.414
PriTuber,C,PriTuber.LCH.C,RKHS,0.685
PriTuber,C,PriTuber.LCH.C,RKHS,0.537
PriTuber,C,PriTuber.LCH.C,RKHS,0.55
PriTuber,C,PriTuber.LCH.C,RKHS,0.612
PriTuber,C,PriTuber.LCH.C,RKHS,0.436
PriTuber,H,PriTuber.LCH.H,BA,0.431
PriTuber,H,PriTuber.LCH.H,BA,0.42
PriTuber,H,PriTuber.LCH.H,BA,0.367
PriTuber,H,PriTuber.LCH.H,BA,0.361
PriTuber,H,PriTuber.LCH.H,BA,0.382
PriTuber,H,PriTuber.LCH.H,BA,0.436
PriTuber,H,PriTuber.LCH.H,BB,0.344
PriTuber,H,PriTuber.LCH.H,BB,0.324
PriTuber,H,PriTuber.LCH.H,BB,0.455
PriTuber,H,PriTuber.LCH.H,BB,0.291
PriTuber,H,PriTuber.LCH.H,BB,0.463
PriTuber,H,PriTuber.LCH.H,BB,0.309
PriTuber,H,PriTuber.LCH.H,BC,0.413
PriTuber,H,PriTuber.LCH.H,BC,0.463
PriTuber,H,PriTuber.LCH.H,BC,0.315
PriTuber,H,PriTuber.LCH.H,BC,0.355
PriTuber,H,PriTuber.LCH.H,BC,0.413
PriTuber,H,PriTuber.LCH.H,BC,0.43
PriTuber,H,PriTuber.LCH.H,BL,0.36
PriTuber,H,PriTuber.LCH.H,BL,0.474
PriTuber,H,PriTuber.LCH.H,BL,0.368
PriTuber,H,PriTuber.LCH.H,BL,0.393
PriTuber,H,PriTuber.LCH.H,BL,0.416
PriTuber,H,PriTuber.LCH.H,BL,0.356
PriTuber,H,PriTuber.LCH.H,BRR,0.371
PriTuber,H,PriTuber.LCH.H,BRR,0.456
PriTuber,H,PriTuber.LCH.H,BRR,0.392
PriTuber,H,PriTuber.LCH.H,BRR,0.462
PriTuber,H,PriTuber.LCH.H,BRR,0.377
PriTuber,H,PriTuber.LCH.H,BRR,0.368
PriTuber,H,PriTuber.LCH.H,GBLUP,0.35
PriTuber,H,PriTuber.LCH.H,GBLUP,0.198
PriTuber,H,PriTuber.LCH.H,GBLUP,0.252
PriTuber,H,PriTuber.LCH.H,GBLUP,0.273
