Prefix,HCL_component,Traits,Models,Predictive_ability
Baya,H,Baya.H,BC,-0.007
Baya,H,Baya.H,BC,0.028
Baya,H,Baya.H,BC,0.066
Baya,H,Baya.H,BC,0.126
Baya,H,Baya.H,BC,0.117
Baya,H,Baya.H,BC,0.138
Baya,H,Baya.H,BC,0.146
Baya,H,Baya.H,BC,0.164
Baya,H,Baya.H,BC,0.034
Baya,H,Baya.H,BC,-0.016
Baya,H,Baya.H,BC,0.227
Baya,H,Baya.H,BC,-0.007
Baya,H,Baya.H,BC,0.104
Baya,H,Baya.H,BC,0.193
Baya,H,Baya.H,BC,0.199
Baya,H,Baya.H,BC,0.191
Baya,H,Baya.H,BC,0.088
Baya,H,Baya.H,BC,0.124
Baya,H,Baya.H,BC,0.173
Baya,H,Baya.H,BC,0.048
Baya,H,Baya.H,BC,0.092
Baya,H,Baya.H,BL,0.248
Baya,H,Baya.H,BL,0.119
Baya,H,Baya.H,BL,0.114
Baya,H,Baya.H,BL,0.148
Baya,H,Baya.H,BL,0.14
Baya,H,Baya.H,BL,0.03
Baya,H,Baya.H,BL,0.207
Baya,H,Baya.H,BL,0.106
Baya,H,Baya.H,BL,0.215
Baya,H,Baya.H,BL,0.057
Baya,H,Baya.H,BL,-0.082
Baya,H,Baya.H,BL,0.3
Baya,H,Baya.H,BL,-0.079
Baya,H,Baya.H,BL,0.157
Baya,H,Baya.H,BL,0.151
Baya,H,Baya.H,BL,0.103
Baya,H,Baya.H,BL,0.217
Baya,H,Baya.H,BL,0.102
Baya,H,Baya.H,BL,0.025
Baya,H,Baya.H,BL,0.154
Baya,H,Baya.H,BL,0.249
Baya,H,Baya.H,BL,0.088
Baya,H,Baya.H,BL,-0.05
Baya,H,Baya.H,BL,0.066
Baya,H,Baya.H,BL,0.149
Baya,H,Baya.H,BRR,0.138
Baya,H,Baya.H,BRR,0.123
Baya,H,Baya.H,BRR,0.027
Baya,H,Baya.H,BRR,0.037
Baya,H,Baya.H,BRR,0.202
Baya,H,Baya.H,BRR,0.168
Baya,H,Baya.H,BRR,0.084
Baya,H,Baya.H,BRR,0.165
Baya,H,Baya.H,BRR,0.058
Baya,H,Baya.H,BRR,-0.042
Baya,H,Baya.H,BRR,0.045
Baya,H,Baya.H,BRR,0.072
Baya,H,Baya.H,BRR,0.101
Baya,H,Baya.H,BRR,0.303
Baya,H,Baya.H,BRR,0.167
Baya,H,Baya.H,BRR,0.115
Baya,H,Baya.H,BRR,0.067
Baya,H,Baya.H,BRR,0.143
Baya,H,Baya.H,BRR,0.128
Baya,H,Baya.H,BRR,0.165
Baya,H,Baya.H,BRR,0.129
Baya,H,Baya.H,BRR,0.12
Baya,H,Baya.H,BRR,-0.01
Baya,H,Baya.H,BRR,0.109
Baya,H,Baya.H,BRR,0.114
Baya,H,Baya.H,GBLUP,-0.09
Baya,H,Baya.H,GBLUP,0.007
Baya,H,Baya.H,GBLUP,0.278
Baya,H,Baya.H,GBLUP,0.259
Baya,H,Baya.H,GBLUP,-0.043
Baya,H,Baya.H,GBLUP,0.231
Baya,H,Baya.H,GBLUP,0.107
Baya,H,Baya.H,GBLUP,0.051
Baya,H,Baya.H,GBLUP,0.166
Baya,H,Baya.H,GBLUP,-0.006
Baya,H,Baya.H,GBLUP,0.135
Baya,H,Baya.H,GBLUP,0.218
Baya,H,Baya.H,GBLUP,0.042
Baya,H,Baya.H,GBLUP,0.156
Baya,H,Baya.H,GBLUP,-0.039
Baya,H,Baya.H,GBLUP,0.023
Baya,H,Baya.H,GBLUP,0.121
Baya,H,Baya.H,GBLUP,0.169
Baya,H,Baya.H,GBLUP,0.11
Baya,H,Baya.H,GBLUP,0.181
Baya,H,Baya.H,GBLUP,0.1
Baya,H,Baya.H,GBLUP,0.135
Baya,H,Baya.H,GBLUP,-0.004
Baya,H,Baya.H,GBLUP,0.102
Baya,H,Baya.H,GBLUP,0.103
Baya,H,Baya.H,EGBLUP,0.07
Baya,H,Baya.H,EGBLUP,0.045
Baya,H,Baya.H,EGBLUP,0.12
Baya,H,Baya.H,EGBLUP,0.076
Baya,H,Baya.H,EGBLUP,-0.074
Baya,H,Baya.H,EGBLUP,0.137
Baya,H,Baya.H,EGBLUP,0.062
Baya,H,Baya.H,EGBLUP,0.05
Baya,H,Baya.H,EGBLUP,0
Baya,H,Baya.H,EGBLUP,-0.023
Baya,H,Baya.H,EGBLUP,0.12
Baya,H,Baya.H,EGBLUP,0.195
Baya,H,Baya.H,EGBLUP,-0.007
Baya,H,Baya.H,EGBLUP,0.166
Baya,H,Baya.H,EGBLUP,0.021
Baya,H,Baya.H,EGBLUP,0.052
Baya,H,Baya.H,EGBLUP,0.057
Baya,H,Baya.H,EGBLUP,0.222
Baya,H,Baya.H,EGBLUP,0.157
Baya,H,Baya.H,EGBLUP,0.064
Baya,H,Baya.H,EGBLUP,0.108
Baya,H,Baya.H,EGBLUP,0.106
Baya,H,Baya.H,EGBLUP,0.016
Baya,H,Baya.H,EGBLUP,0.14
Baya,H,Baya.H,EGBLUP,-0.048
Baya,H,Baya.H,RKHS,-0.114
Baya,H,Baya.H,RKHS,0.054
Baya,H,Baya.H,RKHS,0.172
Baya,H,Baya.H,RKHS,0.163
Baya,H,Baya.H,RKHS,0.268
Baya,H,Baya.H,RKHS,0.171
Baya,H,Baya.H,RKHS,0.211
Baya,H,Baya.H,RKHS,-0.009
Baya,H,Baya.H,RKHS,0.061
Baya,H,Baya.H,RKHS,0.108
Baya,H,Baya.H,RKHS,0.204
Baya,H,Baya.H,RKHS,0.038
Baya,H,Baya.H,RKHS,0.147
Baya,H,Baya.H,RKHS,0.05
Baya,H,Baya.H,RKHS,0.005
Baya,H,Baya.H,RKHS,0.116
Baya,H,Baya.H,RKHS,0.152
Baya,H,Baya.H,RKHS,0.239
Baya,H,Baya.H,RKHS,-0.004
Baya,H,Baya.H,RKHS,0.101
Baya,H,Baya.H,RKHS,0.111
Baya,H,Baya.H,RKHS,0.018
Baya,H,Baya.H,RKHS,0.059
Baya,H,Baya.H,RKHS,0.143
Baya,H,Baya.H,RKHS,0.121
Baya,H,Baya.H,Lasso,0.219
Baya,H,Baya.H,Lasso,0.118
Baya,H,Baya.H,Lasso,0.024
Baya,H,Baya.H,Lasso,0.149
Baya,H,Baya.H,Lasso,0.212
Baya,H,Baya.H,Lasso,0.04
Baya,H,Baya.H,Lasso,0.324
Baya,H,Baya.H,Lasso,0.047
Baya,H,Baya.H,Lasso,0.156
Baya,H,Baya.H,Lasso,0.132
Baya,H,Baya.H,Lasso,0.131
Baya,H,Baya.H,Lasso,-0.019
Baya,H,Baya.H,Lasso,0.166
Baya,H,Baya.H,Lasso,0.104
Baya,H,Baya.H,Lasso,NA
Baya,H,Baya.H,Lasso,0.14
Baya,H,Baya.H,Lasso,0.066
Baya,H,Baya.H,Lasso,0.099
Baya,H,Baya.H,Lasso,0.161
Baya,H,Baya.H,Lasso,-0.062
Baya,H,Baya.H,Lasso,0.146
Baya,H,Baya.H,Lasso,0.195
Baya,H,Baya.H,Lasso,0.094
Baya,H,Baya.H,Lasso,0.033
Baya,H,Baya.H,Lasso,0.051
Baya,H,Baya.H,RR,0.209
Baya,H,Baya.H,RR,0.151
Baya,H,Baya.H,RR,-0.043
Baya,H,Baya.H,RR,0.192
Baya,H,Baya.H,RR,0.147
Baya,H,Baya.H,RR,0.155
Baya,H,Baya.H,RR,0.256
Baya,H,Baya.H,RR,0.038
Baya,H,Baya.H,RR,0.09
Baya,H,Baya.H,RR,0.106
Baya,H,Baya.H,RR,0.169
Baya,H,Baya.H,RR,0.051
Baya,H,Baya.H,RR,0.156
Baya,H,Baya.H,RR,0.097
Baya,H,Baya.H,RR,0.035
Baya,H,Baya.H,RR,-0.086
Baya,H,Baya.H,RR,0.092
Baya,H,Baya.H,RR,0.084
Baya,H,Baya.H,RR,0.169
Baya,H,Baya.H,RR,0.117
Baya,H,Baya.H,RR,0.276
Baya,H,Baya.H,RR,0.078
Baya,H,Baya.H,RR,0.292
Baya,H,Baya.H,RR,-0.042
Baya,H,Baya.H,RR,0.056
Baya,H,Baya.H,SVM,-0.102
Baya,H,Baya.H,SVM,0.029
Baya,H,Baya.H,SVM,0.035
Baya,H,Baya.H,SVM,0.174
Baya,H,Baya.H,SVM,0.052
Baya,H,Baya.H,SVM,0.144
Baya,H,Baya.H,SVM,-0.001
Baya,H,Baya.H,SVM,0
Baya,H,Baya.H,SVM,0.038
Baya,H,Baya.H,SVM,0.085
Baya,H,Baya.H,SVM,-0.011
Baya,H,Baya.H,SVM,0.1
Baya,H,Baya.H,SVM,-0.009
Baya,H,Baya.H,SVM,0.067
Baya,H,Baya.H,SVM,0.044
Baya,H,Baya.H,SVM,0.017
Baya,H,Baya.H,SVM,0.077
Baya,H,Baya.H,SVM,-0.145
Baya,H,Baya.H,SVM,-0.046
Baya,H,Baya.H,SVM,0.006
Baya,H,Baya.H,SVM,0.025
Baya,H,Baya.H,SVM,0.053
Baya,H,Baya.H,SVM,-0.001
Baya,H,Baya.H,SVM,0.051
Baya,H,Baya.H,SVM,0.095
Baya,H,Baya.H,RF,0.02
Baya,H,Baya.H,RF,0.101
Baya,H,Baya.H,RF,0.088
Baya,H,Baya.H,RF,0.179
Baya,H,Baya.H,RF,0.139
Baya,H,Baya.H,RF,0.088
Baya,H,Baya.H,RF,0.061
Baya,H,Baya.H,RF,0.019
Baya,H,Baya.H,RF,0.066
Baya,H,Baya.H,RF,0.096
Baya,H,Baya.H,RF,0.158
Baya,H,Baya.H,RF,0
Baya,H,Baya.H,RF,-0.048
Baya,H,Baya.H,RF,0.178
Baya,H,Baya.H,RF,0.225
Baya,H,Baya.H,RF,0.08
Baya,H,Baya.H,RF,0.115
Baya,H,Baya.H,RF,0.155
Baya,H,Baya.H,RF,0.036
Baya,H,Baya.H,RF,0.065
Baya,H,Baya.H,RF,0.155
Baya,H,Baya.H,RF,0.005
Baya,H,Baya.H,RF,-0.044
Baya,H,Baya.H,RF,0.04
Baya,H,Baya.H,RF,0.013
Baya,L,Baya.L,BA,0.106
Baya,L,Baya.L,BA,0.099
Baya,L,Baya.L,BA,0.074
Baya,L,Baya.L,BA,0.034
Baya,L,Baya.L,BA,0.009
Baya,L,Baya.L,BA,-0.109
Baya,L,Baya.L,BA,-0.014
Baya,L,Baya.L,BA,0.23
Baya,L,Baya.L,BA,0.15
Baya,L,Baya.L,BA,0.095
Baya,L,Baya.L,BA,0.2
Baya,L,Baya.L,BA,-0.161
Baya,L,Baya.L,BA,-0.019
Baya,L,Baya.L,BA,0.24
Baya,L,Baya.L,BA,0.097
Baya,L,Baya.L,BA,0.087
Baya,L,Baya.L,BA,0.095
Baya,L,Baya.L,BA,0.062
Baya,L,Baya.L,BA,0.013
Baya,L,Baya.L,BA,0.066
Baya,L,Baya.L,BA,0.112
Baya,L,Baya.L,BA,0.118
Baya,L,Baya.L,BA,0.115
Baya,L,Baya.L,BA,-0.07
Baya,L,Baya.L,BA,0.17
Baya,L,Baya.L,BB,0.064
Baya,L,Baya.L,BB,-0.023
Baya,L,Baya.L,BB,0.205
Baya,L,Baya.L,BB,-0.109
Baya,L,Baya.L,BB,0.062
Baya,L,Baya.L,BB,0.156
Baya,L,Baya.L,BB,0.146
Baya,L,Baya.L,BB,0.038
Baya,L,Baya.L,BB,0.112
Baya,L,Baya.L,BB,-0.151
Baya,L,Baya.L,BB,0.054
Baya,L,Baya.L,BB,-0.002
Baya,L,Baya.L,BB,0.105
Baya,L,Baya.L,BB,0.018
Baya,L,Baya.L,BB,0.107
Baya,L,Baya.L,BB,0.081
Baya,L,Baya.L,BB,0.1
Baya,L,Baya.L,BB,0.207
Baya,L,Baya.L,BB,0.214
Baya,L,Baya.L,BB,-0.142
Baya,L,Baya.L,BB,0.139
Baya,L,Baya.L,BB,-0.026
Baya,L,Baya.L,BB,0.094
Baya,L,Baya.L,BB,0.188
Baya,L,Baya.L,BB,-0.054
Baya,L,Baya.L,BC,-0.013
Baya,L,Baya.L,BC,0.104
Baya,L,Baya.L,BC,0.292
Baya,L,Baya.L,BC,0.127
Baya,L,Baya.L,BC,0.229
Baya,L,Baya.L,BC,0.064
Baya,L,Baya.L,BC,0.18
Baya,L,Baya.L,BC,0.062
Baya,L,Baya.L,BC,-0.204
Baya,L,Baya.L,BC,0.142
Baya,L,Baya.L,BC,0.069
Baya,L,Baya.L,BC,0.121
Baya,L,Baya.L,BC,0.021
Baya,L,Baya.L,BC,-0.028
Baya,L,Baya.L,BC,-0.051
Baya,L,Baya.L,BC,0.098
Baya,L,Baya.L,BC,-0.067
Baya,L,Baya.L,BC,0.129
Baya,L,Baya.L,BC,0.282
Baya,L,Baya.L,BC,-0.069
Baya,L,Baya.L,BC,0.304
Baya,L,Baya.L,BC,0.009
Baya,L,Baya.L,BC,0.181
Baya,L,Baya.L,BC,0.051
Baya,L,Baya.L,BC,-0.038
Baya,L,Baya.L,BL,0.104
Baya,L,Baya.L,BL,0.118
Baya,L,Baya.L,BL,0.16
Baya,L,Baya.L,BL,0.151
Baya,L,Baya.L,BL,0.093
Baya,L,Baya.L,BL,-0.029
Baya,L,Baya.L,BL,0.187
Baya,L,Baya.L,BL,0.262
Baya,L,Baya.L,BL,0.072
Baya,L,Baya.L,BL,0.063
Baya,L,Baya.L,BL,0.023
Baya,L,Baya.L,BL,0.213
Baya,L,Baya.L,BL,0.088
Baya,L,Baya.L,BL,0.186
Baya,L,Baya.L,BL,0.103
Baya,L,Baya.L,BL,0.035
Baya,L,Baya.L,BL,0.115
Baya,L,Baya.L,BL,0.049
Baya,L,Baya.L,BL,0.17
Baya,L,Baya.L,BL,0.194
