Prefix,HCL_component,Traits,Models,Predictive_ability
CTallo,C,CTallo.C,BA,0.574
CTallo,C,CTallo.C,BB,0.599
CTallo,C,CTallo.C,BB,0.656
CTallo,C,CTallo.C,BB,0.663
CTallo,C,CTallo.C,BB,0.618
CTallo,C,CTallo.C,BC,0.641
CTallo,C,CTallo.C,BC,0.602
CTallo,C,CTallo.C,BC,0.679
CTallo,C,CTallo.C,BC,0.663
CTallo,C,CTallo.C,BL,0.684
CTallo,C,CTallo.C,BL,0.657
CTallo,C,CTallo.C,BL,0.65
CTallo,C,CTallo.C,BL,0.671
CTallo,C,CTallo.C,BRR,0.679
CTallo,C,CTallo.C,BRR,0.638
CTallo,C,CTallo.C,BRR,0.664
CTallo,C,CTallo.C,BRR,0.667
CTallo,C,CTallo.C,GBLUP,0.632
CTallo,C,CTallo.C,GBLUP,0.666
CTallo,C,CTallo.C,GBLUP,0.664
CTallo,C,CTallo.C,GBLUP,0.693
CTallo,C,CTallo.C,EGBLUP,0.667
CTallo,C,CTallo.C,EGBLUP,0.682
CTallo,C,CTallo.C,EGBLUP,0.667
CTallo,C,CTallo.C,EGBLUP,0.65
CTallo,C,CTallo.C,RKHS,0.727
CTallo,C,CTallo.C,RKHS,0.666
CTallo,C,CTallo.C,RKHS,0.699
CTallo,C,CTallo.C,RKHS,0.706
CTallo,C,CTallo.C,Lasso,0.689
CTallo,C,CTallo.C,Lasso,0.628
CTallo,C,CTallo.C,Lasso,0.631
CTallo,C,CTallo.C,Lasso,0.597
CTallo,C,CTallo.C,RR,0.644
CTallo,C,CTallo.C,RR,0.654
CTallo,C,CTallo.C,RR,0.664
CTallo,C,CTallo.C,RR,0.72
CTallo,C,CTallo.C,SVM,0.665
CTallo,C,CTallo.C,SVM,0.575
CTallo,C,CTallo.C,SVM,0.649
CTallo,C,CTallo.C,SVM,0.58
CTallo,C,CTallo.C,RF,0.673
CTallo,C,CTallo.C,RF,0.607
CTallo,C,CTallo.C,RF,0.665
CTallo,C,CTallo.C,RF,0.646
CTallo,H,CTallo.H,BA,0.367
CTallo,H,CTallo.H,BA,0.423
CTallo,H,CTallo.H,BA,0.438
CTallo,H,CTallo.H,BA,0.483
CTallo,H,CTallo.H,BB,0.507
CTallo,H,CTallo.H,BB,0.43
CTallo,H,CTallo.H,BB,0.398
CTallo,H,CTallo.H,BB,0.375
CTallo,H,CTallo.H,BC,0.46
CTallo,H,CTallo.H,BC,0.443
CTallo,H,CTallo.H,BC,0.405
CTallo,H,CTallo.H,BC,0.449
CTallo,H,CTallo.H,BL,0.432
CTallo,H,CTallo.H,BL,0.387
CTallo,H,CTallo.H,BL,0.352
CTallo,H,CTallo.H,BL,0.447
CTallo,H,CTallo.H,BRR,0.52
CTallo,H,CTallo.H,BRR,0.387
CTallo,H,CTallo.H,BRR,0.502
CTallo,H,CTallo.H,BRR,0.348
CTallo,H,CTallo.H,GBLUP,0.492
CTallo,H,CTallo.H,GBLUP,0.484
CTallo,H,CTallo.H,GBLUP,0.404
CTallo,H,CTallo.H,GBLUP,0.461
CTallo,H,CTallo.H,EGBLUP,0.31
CTallo,H,CTallo.H,EGBLUP,0.407
CTallo,H,CTallo.H,EGBLUP,0.31
CTallo,H,CTallo.H,EGBLUP,0.432
CTallo,H,CTallo.H,RKHS,0.481
CTallo,H,CTallo.H,RKHS,0.401
CTallo,H,CTallo.H,RKHS,0.415
CTallo,H,CTallo.H,RKHS,0.447
CTallo,H,CTallo.H,Lasso,0.35
CTallo,H,CTallo.H,Lasso,0.502
CTallo,H,CTallo.H,Lasso,0.357
CTallo,H,CTallo.H,Lasso,0.378
CTallo,H,CTallo.H,RR,0.522
CTallo,H,CTallo.H,RR,0.464
CTallo,H,CTallo.H,RR,0.444
CTallo,H,CTallo.H,RR,0.478
CTallo,H,CTallo.H,SVM,0.425
CTallo,H,CTallo.H,SVM,0.517
CTallo,H,CTallo.H,SVM,0.349
CTallo,H,CTallo.H,SVM,0.45
CTallo,H,CTallo.H,RF,0.4
CTallo,H,CTallo.H,RF,0.402
CTallo,H,CTallo.H,RF,0.386
CTallo,H,CTallo.H,RF,0.456
CTallo,L,CTallo.L,BA,0.69
CTallo,L,CTallo.L,BA,0.738
CTallo,L,CTallo.L,BA,0.706
CTallo,L,CTallo.L,BA,0.663
CTallo,L,CTallo.L,BB,0.621
CTallo,L,CTallo.L,BB,0.676
CTallo,L,CTallo.L,BB,0.674
CTallo,L,CTallo.L,BB,0.661
CTallo,L,CTallo.L,BC,0.719
CTallo,L,CTallo.L,BC,0.656
CTallo,L,CTallo.L,BC,0.733
CTallo,L,CTallo.L,BC,0.712
CTallo,L,CTallo.L,BL,0.665
CTallo,L,CTallo.L,BL,0.721
CTallo,L,CTallo.L,BL,0.695
CTallo,L,CTallo.L,BL,0.679
CTallo,L,CTallo.L,BRR,0.674
CTallo,L,CTallo.L,BRR,0.65
CTallo,L,CTallo.L,BRR,0.661
CTallo,L,CTallo.L,BRR,0.698
CTallo,L,CTallo.L,GBLUP,0.678
CTallo,L,CTallo.L,GBLUP,0.693
CTallo,L,CTallo.L,GBLUP,0.72
CTallo,L,CTallo.L,GBLUP,0.619
CTallo,L,CTallo.L,EGBLUP,0.71
CTallo,L,CTallo.L,EGBLUP,0.725
CTallo,L,CTallo.L,EGBLUP,0.622
CTallo,L,CTallo.L,EGBLUP,0.687
CTallo,L,CTallo.L,RKHS,0.742
CTallo,L,CTallo.L,RKHS,0.711
CTallo,L,CTallo.L,RKHS,0.727
CTallo,L,CTallo.L,RKHS,0.732
CTallo,L,CTallo.L,Lasso,0.716
CTallo,L,CTallo.L,Lasso,0.626
CTallo,L,CTallo.L,Lasso,0.55
CTallo,L,CTallo.L,Lasso,0.687
CTallo,L,CTallo.L,RR,0.7
CTallo,L,CTallo.L,RR,0.713
CTallo,L,CTallo.L,RR,0.628
CTallo,L,CTallo.L,RR,0.737
CTallo,L,CTallo.L,SVM,0.636
CTallo,L,CTallo.L,SVM,0.65
CTallo,L,CTallo.L,SVM,0.731
CTallo,L,CTallo.L,SVM,0.687
CTallo,L,CTallo.L,RF,0.677
CTallo,L,CTallo.L,RF,0.749
CTallo,L,CTallo.L,RF,0.61
CTallo,L,CTallo.L,RF,0.706
